Name,Platform,Year,Genre,Publisher
Doom,GBA,2001,Shooter,Activision
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive
Watch Dogs,WiiU,2014,Action,Ubisoft
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft
How to Train Your Dragon,X360,2010,Action,Activision
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft
My Fitness Coach: Club,PS3,2011,Sports,Ubisoft
Heroes over Europe,X360,2009,Simulation,Ubisoft
Monster Jam,DS,2007,Racing,Activision
Skylanders Giants,3DS,2012,Action,Activision
Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios
Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive
Zoobles! Spring to Life!,DS,2011,Misc,Activision
The Darkness II,PC,2012,Shooter,Take-Two Interactive
Transformers: Prime,WiiU,2012,Action,Activision
NCIS,X360,2011,Adventure,Ubisoft
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive
Science Papa,Wii,2009,Misc,Activision
Rayman Arena,GC,2002,Racing,Ubisoft
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision
The Amazing Race,Wii,2010,Misc,Ubisoft
Far Cry: Primal,PC,2016,Action,Ubisoft
Let's Cheer,X360,2011,Misc,Take-Two Interactive
Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive
Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe
Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft
Nitrobike,Wii,2008,Racing,Ubisoft
Magnetica,DS,2006,Puzzle,Nintendo
Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo
Open Season,DS,2006,Platform,Ubisoft
Top Shot Arcade,Wii,2011,Shooter,Activision
Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft
007: Quantum of Solace,DS,2008,Action,Activision
NCIS,Wii,2011,Adventure,Ubisoft
Little League World Series Baseball 2009,DS,2009,Sports,Activision
Gladius,XB,2003,Strategy,Activision
Quick Yoga Training,DS,2008,Misc,Ubisoft
Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft
NHL 2K8,X360,2007,Sports,Take-Two Interactive
Bratz,GBA,2002,Platform,Ubisoft
Blade II,XB,2002,Action,Activision
NHL 2K9,PS3,2008,Sports,Take-Two Interactive
Transformers: Devastation,XOne,2015,Action,Activision
WipeOut 3 The Game,WiiU,2012,Action,Activision
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft
Space Camp,Wii,2009,Action,Activision
Bakugan: Battle Trainer,DS,2010,Action,Activision
NHL 2K9,PS2,2008,Sports,Take-Two Interactive
James Bond 007: Legends,WiiU,2012,Shooter,Activision
History Civil War: Secret Missions,X360,2008,Shooter,Activision
My Spanish Coach,PSP,2008,Misc,Ubisoft
Chessmaster,XB,2004,Misc,Ubisoft
Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision
The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft
The BIGS 2,PS3,2009,Sports,Take-Two Interactive
The Smurfs 2,X360,2013,Platform,Ubisoft
Illusion of Gaia,SNES,1993,Role-Playing,Nintendo
Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft
Shrek Smash n' Crash Racing,GC,2006,Racing,Activision
Drakengard 2,PS2,2005,Role-Playing,Ubisoft
Sin and Punishment,N64,2000,Shooter,Nintendo
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft
Cabela's Alaskan Adventure,X360,2006,Sports,Activision
Rally Fusion: Race of Champions,PS2,2002,Racing,Activision
Barbie and the Three Musketeers,DS,2009,Adventure,Activision
DreamWorks Super Star Kartz,DS,2011,Racing,Activision
NightCaster,XB,2002,Action,Microsoft Game Studios
Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft
Spider-Man: Battle for New York,DS,2006,Platform,Activision
Imagine: Fashion Designer,3DS,2011,Simulation,Ubisoft
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive
The Price is Right 2010 Edition,DS,2009,Misc,Ubisoft
Puppies 3D,3DS,2011,Misc,Ubisoft
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft
City Crisis,PS2,2001,Simulation,Take-Two Interactive
Surf Riders,PS,1999,Sports,Ubisoft
Torino 2006,PS2,2006,Sports,Take-Two Interactive
The Price is Right: Decades,Wii,2011,Misc,Ubisoft
Fit in Six,PS3,2011,Sports,Ubisoft
Monster Jam: Urban Assault,PS2,2008,Racing,Activision
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision
Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision
X-Men: Next Dimension,GC,2002,Fighting,Activision
NCIS,PS3,2011,Adventure,Ubisoft
Cabela's Dangerous Hunts 2011,DS,2010,Sports,Activision
Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft
Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft
The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive
Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision
Quantum Redshift,XB,2002,Racing,Microsoft Game Studios
Battleborn,XOne,2016,Shooter,Take-Two Interactive
Jurassic: The Hunted,X360,2009,Shooter,Activision
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft
NHL 2K7,PS3,2006,Sports,Take-Two Interactive
SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft
Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft
Angry Birds Star Wars,PSV,2013,Strategy,Activision
Guardian's Crusade,PS,1998,Role-Playing,Activision
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision
Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios
Zathura,PS2,2005,Adventure,Take-Two Interactive
Mountain Sports,Wii,2009,Sports,Activision
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft
My Chinese Coach,DS,2008,Misc,Ubisoft
Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft
X2: Wolverine's Revenge,GC,2003,Platform,Activision
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft
Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft
Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft
Animal Genius,DS,2007,Puzzle,Ubisoft
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive
Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive
NASCAR Unleashed,X360,2011,Racing,Activision
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive
Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft
Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft
Lost Magic,DS,2006,Role-Playing,Ubisoft
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision
Fit in Six,Wii,2011,Sports,Ubisoft
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision
Monster Jam: Path of Destruction,X360,2010,Racing,Activision
MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios
Self-Defense Training Camp,X360,2011,Sports,Ubisoft
Battles of Prince of Persia,DS,2005,Strategy,Ubisoft
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft
Barbie as The Island Princess,PS2,2007,Adventure,Activision
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision
DreamWorks Super Star Kartz,PS3,2011,Racing,Activision
Spider-Man: Edge of Time,3DS,2011,Action,Activision
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft
Deadpool,XOne,2015,Action,Activision
TMNT,PSP,2007,Action,Ubisoft
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft
Wipeout 2,PS3,2011,Misc,Activision
Dawn of Discovery,DS,2009,Simulation,Ubisoft
ASH: Archaic Sealed Heat,DS,2007,Role-Playing,Nintendo
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive
Puzzler World 2,DS,2010,Puzzle,Ubisoft
Hollywood Squares,Wii,2010,Misc,Ubisoft
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision
Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive
Cabela's North American Adventures,PS3,2010,Sports,Activision
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision
Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft
Phantom Dust,XB,2004,Action,Microsoft Game Studios
The Settlers,DS,2007,Action,Ubisoft
My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo
Blood Drive,X360,2010,Racing,Activision
Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft
Skylanders: SuperChargers,3DS,2015,Action,Activision
The Price is Right: Decades,X360,2011,Misc,Ubisoft
Cold Fear,PS2,2005,Action,Ubisoft
Zangeki no Reginleiv,Wii,2010,Action,Nintendo
Vacation Sports,Wii,2009,Sports,Ubisoft
Pimp My Ride,Wii,2008,Racing,Activision
Surf's Up,PSP,2007,Sports,Ubisoft
Open Season,X360,2006,Platform,Ubisoft
Funky Barn,3DS,2012,Simulation,Ubisoft
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft
Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive
Disney's Peter Pan: Return to Never Land,GBA,2002,Platform,Ubisoft
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision
The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision
XXX,GBA,2002,Action,Activision
The Smurfs 2,PS3,2013,Platform,Ubisoft
NCIS 3D,3DS,2011,Adventure,Ubisoft
Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft
Disney's Extreme Skate Adventure,XB,2003,Sports,Activision
Odama,GC,2006,Misc,Nintendo
Soma Bringer,DS,2008,Role-Playing,Nintendo
Tonic Trouble,N64,1999,Platform,Ubisoft
Vigilante 8: 2nd Offense,N64,2000,Racing,Activision
Transformers: Devastation,PS3,2015,Action,Activision
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo
Pimp My Ride,X360,2006,Racing,Activision
Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios
X-Men: Next Dimension,XB,2002,Fighting,Activision
Animal Planet: Vet Life,DS,2009,Simulation,Activision
Rocky Balboa,PSP,2007,Sports,Ubisoft
Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft
Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo
X-Men: Destiny,Wii,2011,Action,Activision
Picross 3D 2,3DS,2015,Puzzle,Nintendo
Cabela's Adventure Camp,PS3,2011,Misc,Activision
Angry Birds Star Wars,WiiU,2013,Strategy,Activision
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision
The BIGS,PSP,2007,Sports,Take-Two Interactive
Dynasty Warriors Advance,GBA,2005,Action,Nintendo
Science Papa,DS,2009,Misc,Activision
Cabela's North American Adventures,X360,2010,Sports,Activision
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Nintendo
Big League Sports: Summer,DS,2009,Sports,Activision
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision
Space Invaders,GBA,2002,Shooter,Activision
X-Men: The Official Game,DS,2006,Action,Activision
Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft
Child of Light,PSV,2014,Role-Playing,Ubisoft
Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision
Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft
Top Spin,PS2,2005,Sports,Take-Two Interactive
Imagine: Soccer Captain,DS,2009,Sports,Ubisoft
The Smurfs 2,Wii,2013,Platform,Ubisoft
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft
Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft
Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive
Rome: Total War,PC,2004,Strategy,Activision
Shrek: Forever After,X360,2010,Platform,Activision
Beyond Good & Evil,XB,2003,Adventure,Ubisoft
Dora's Cooking Club,DS,2010,Misc,Take-Two Interactive
Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft
Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive
Blue Stinger,DC,1999,Adventure,Activision
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision
Monkey Mischief! Party Time,Wii,2008,Misc,Activision
Surf's Up,X360,2007,Sports,Ubisoft
Cabela's Adventure Camp,X360,2011,Misc,Activision
X-Men: The Official Game,XB,2006,Action,Activision
Doom 3,PC,2004,Shooter,Activision
Minority Report: Everybody Runs,GC,2002,Action,Activision
Project Hacker: Kakusei,DS,2006,Action,Nintendo
World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision
Guitar Hero: Van Halen,PS2,2009,Misc,Activision
Little League World Series Baseball 2008,Wii,2008,Sports,Activision
Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive
Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft
[Prototype 2],PC,2012,Action,Activision
NASCAR The Game: Inside Line,X360,2012,Racing,Activision
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft
Van Helsing,GBA,2004,Action,Activision
Bee Movie Game,PS2,2007,Action,Activision
Spider-Man: Web of Shadows,DS,2008,Action,Activision
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision
SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision
The Bard's Tale,XB,2004,Role-Playing,Ubisoft
Big League Sports,Wii,2008,Sports,Activision
L'Aigle de Guerre,GBA,2001,Strategy,Nintendo
Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft
The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision
Disney's The Jungle Book,GBA,2002,Platform,Ubisoft
Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft
NHL 2K6,X360,2005,Sports,Take-Two Interactive
Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft
Over the Hedge,XB,2006,Platform,Activision
Sneakers,XB,2002,Puzzle,Microsoft Game Studios
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive
Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft
Exhibition Volume 03,XB,2003,Misc,Microsoft Game Studios
Generator Rex: Agent of Providence,3DS,2011,Action,Activision
Petz Hamsterz Superstarz,DS,2009,Simulation,Ubisoft
Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios
CSI: Hard Evidence,X360,2007,Adventure,Ubisoft
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,Nintendo
Little League World Series Baseball 2010,X360,2010,Sports,Activision
Rocky: Legends,XB,2004,Action,Ubisoft
The BIGS 2,PSP,2009,Sports,Take-Two Interactive
iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004,Adventure,Nintendo
Animal Planet: Vet Life,Wii,2009,Simulation,Activision
Cubic Ninja,3DS,2011,Platform,Ubisoft
MTX Mototrax,XB,2004,Racing,Activision
Blast Chamber,PS,1996,Shooter,Activision
Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios
Rapala Pro Bass Fishing 2010,DS,2010,Sports,Activision
Famicom Mini: Mappy,GBA,2004,Platform,Nintendo
Major League Baseball 2K11,DS,2011,Sports,Take-Two Interactive
NASCAR Unleashed,PS3,2011,Racing,Activision
Skylanders: Spyro's Adventure,PC,2011,Action,Activision
Touch Mechanic,DS,2008,Simulation,Nintendo
Steel Battalion,XB,2002,Simulation,Microsoft Game Studios
Mind Quiz,PSP,2006,Action,Ubisoft
Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft
Imagine: Reporter,DS,2010,Simulation,Ubisoft
Minority Report: Everybody Runs,XB,2002,Action,Activision
ReCore,XOne,2016,Action,Microsoft Game Studios
Halo 2,PC,2007,Shooter,Microsoft Game Studios
Playboy: The Mansion,XB,2005,Simulation,Ubisoft
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,Activision
Whacked!,XB,2002,Misc,Microsoft Game Studios
Ghostbusters: The Video Game (DS Version),PC,2010,Action,Take-Two Interactive
Big League Sports: Summer,Wii,2009,Sports,Activision
Dance on Broadway,PS3,2011,Misc,Ubisoft
Terranigma,SNES,1995,Role-Playing,Nintendo
The Voice,WiiU,2014,Action,Activision
Cabela's North American Adventures,PSP,2010,Sports,Activision
Scaler,PS2,2004,Platform,Take-Two Interactive
The Amazing Spider-Man (Console Version),WiiU,2013,Action,Activision
The Crew: Wild Run,PS4,2015,Action,Ubisoft
Ford Mustang: The Legend Lives,XB,2005,Racing,Take-Two Interactive
Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive
Generator Rex: Agent of Providence,Wii,2011,Action,Activision
Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo
Import Tuner Challenge (American sales),X360,2006,Racing,Ubisoft
Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft
Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft
NBA 2K16,PC,2015,Sports,Take-Two Interactive
NHL 2K8,PS3,2007,Sports,Take-Two Interactive
GripShift,PSP,2005,Racing,Ubisoft
Transformers: Devastation,X360,2015,Action,Activision
Dora's Big Birthday Adventure,DS,2010,Misc,Take-Two Interactive
Shrek SuperSlam,XB,2005,Action,Activision
Driver: Renegade,3DS,2011,Racing,Ubisoft
Disney's The Haunted Mansion,XB,2003,Platform,Take-Two Interactive
Pokemon Rumble World,3DS,2015,Action,Nintendo
Beaterator,PSP,2009,Misc,Take-Two Interactive
Disney Art Academy,3DS,2016,Action,Nintendo
Carnival Games: Wild West 3D,3DS,2011,Misc,Take-Two Interactive
Batman Beyond: Return of the Joker,N64,2000,Action,Ubisoft
Inazuma Eleven 3,3DS,2013,Role-Playing,Nintendo
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005,Platform,Activision
Beowulf: The Game,PSP,2007,Action,Ubisoft
MLB Superstars,Wii,2008,Sports,Take-Two Interactive
The $1 Pyramid,Wii,2011,Misc,Ubisoft
Spider-Man: Edge of Time,Wii,2011,Action,Activision
Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision
Kurikin: Nano Island Story,DS,2007,Role-Playing,Nintendo
Sniper Elite,XB,2005,Shooter,Ubisoft
The Weakest Link,PS,2001,Misc,Activision
Little League World Series Baseball: Double Play,Wii,2010,Sports,Activision
Major League Baseball 2K12,PSP,2012,Sports,Take-Two Interactive
MLB 2K9 Fantasy All-Stars,DS,2009,Sports,Take-Two Interactive
Age of Mythology,PC,2002,Strategy,Microsoft Game Studios
Shrek Smash n' Crash Racing,PSP,2006,Racing,Activision
The Smurfs 2,WiiU,2013,Platform,Ubisoft
My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008,Misc,Ubisoft
Ford Racing 3,XB,2004,Racing,Take-Two Interactive
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision
SpongeBob: HeroPants,X360,2015,Platform,Activision
Team Elimination Games,Wii,2009,Misc,Ubisoft
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006,Misc,Nintendo
Major League Baseball 2K7,PSP,2007,Sports,Take-Two Interactive
Royal Palace of White Sword and The City of Gentiles,XB,2005,Role-Playing,Take-Two Interactive
Midnight Play! Pack,DS,2008,Misc,Ubisoft
Might & Magic Heroes VII,PC,2015,Strategy,Ubisoft
XIII,GC,2003,Shooter,Ubisoft
Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft
Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft
Monster Jam: Urban Assault,PSP,2008,Racing,Activision
Petz: Saddle Club,PSP,2009,Simulation,Ubisoft
Just Dance Wii U,WiiU,2014,Misc,Nintendo
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004,Adventure,Nintendo
Don King Boxing,DS,2009,Sports,Take-Two Interactive
Animal Planet: Emergency Vets,DS,2009,Simulation,Activision
America's Army: True Soldiers,X360,2007,Shooter,Ubisoft
Famicom Mini: Mario Bros.,GBA,2004,Platform,Nintendo
Frantix,PSP,2005,Puzzle,Ubisoft
ZhuZhu Babies,DS,2011,Simulation,Activision
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,2005,Adventure,Activision
S.C.A.R.S,PS,1998,Racing,Ubisoft
Monster Jam: Path of Destruction,PSP,2010,Racing,Activision
Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive
Sports Collection,DS,2010,Sports,Ubisoft
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft
NHL 2K7,X360,2006,Sports,Take-Two Interactive
Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft
Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft
Petz: Dogz Family,PSP,2009,Simulation,Ubisoft
Pimp My Ride: Street Racing,PS2,2009,Racing,Activision
Exit,PSP,2005,Puzzle,Ubisoft
Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive
My English Coach: Para Hispanoparlantes,DS,2009,Misc,Ubisoft
Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive
Zero: Tsukihami no Kamen,Wii,0,Action,Nintendo
10 Minute Solution,Wii,2010,Sports,Activision
Cloudy With a Chance of Meatballs,PSP,2009,Platform,Ubisoft
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft
Petz Fantasy: Sunshine Magic,DS,2010,Simulation,Ubisoft
C.O.P.: The Recruit,DS,2009,Action,Ubisoft
Little League World Series Baseball: Double Play,DS,2010,Sports,Activision
Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft
NASCAR The Game: Inside Line,PS3,2012,Racing,Activision
Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive
The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft
Tony Hawk's Pro Skater 3,N64,2002,Sports,Activision
Cabela's North American Adventures,PS2,2010,Sports,Activision
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,Nintendo
Silent Hunter III,PC,2005,Simulation,Ubisoft
Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo
Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision
Little League World Series Baseball 2010,PS3,2010,Sports,Activision
Wordfish,DS,2008,Puzzle,Ubisoft
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive
Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft
The Voice,X360,2014,Action,Activision
Evolution Worlds,GC,2002,Role-Playing,Ubisoft
Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision
Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft
Minecraft: Story Mode,PC,2015,Adventure,Mojang
Rayman Origins,PC,2012,Platform,Ubisoft
Imagine: My Restaurant,DS,2009,Simulation,Ubisoft
Cosmic Family,Wii,2007,Misc,Ubisoft
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive
Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft
"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive
Pitfall: The Lost Expedition,GC,2004,Platform,Activision
Monkey Hero,PS,1998,Action,Take-Two Interactive
Open Season,PSP,2006,Platform,Ubisoft
Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft
Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo
Mind Quiz: Your Brain Coach,DS,2006,Misc,Ubisoft
WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft
Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft
Disaster: Day of Crisis,Wii,2008,Action,Nintendo
SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision
My Fun Facts Coach,DS,2008,Misc,Ubisoft
Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo
Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft
Generator Rex: Agent of Providence,PS3,2011,Action,Activision
And1 Streetball,XB,2006,Action,Ubisoft
Gladius,GC,2003,Strategy,Activision
ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision
CSI: Dark Motives,DS,2007,Adventure,Ubisoft
OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft
Beyond Good & Evil,GC,2003,Adventure,Ubisoft
Maximum Chase,XB,2002,Racing,Microsoft Game Studios
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision
